customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
4586,AW00015585,Roy Garcia,47,40-49,New,2013-10-14,135,2,4367,5,5,2183,397
4587,AW00015586,Victor Blanco,50,50 and above,New,2013-09-29,136,2,4469,6,5,2234,446
4588,AW00015587,Jessica Ward,45,40-49,New,2013-10-19,135,2,4423,4,4,2211,402
4589,AW00015588,Kristy Alvarez,45,40-49,New,2013-10-25,135,2,4486,4,4,2243,407
4590,AW00015589,Gilbert He,51,50 and above,New,2013-10-02,135,2,4416,5,5,2208,401
4591,AW00015590,Marshall Wu,51,50 and above,New,2013-10-28,135,2,4440,6,6,2220,403
4592,AW00015591,Darren Srini,50,50 and above,New,2013-10-16,135,2,4346,3,3,2173,395
4593,AW00015592,Janet Moreno,42,40-49,New,2013-09-17,136,2,60,2,2,30,8
4594,AW00015593,Naomi Martin,52,50 and above,New,2013-07-16,138,2,116,4,4,58,29
4595,AW00015594,Joanna Carlson,47,40-49,New,2014-01-17,132,2,66,4,4,33,66
4596,AW00015595,Andre Sanchez,54,50 and above,Regular,2013-10-05,135,2,4369,2,2,2184,364
4597,AW00015596,Gilbert Goel,54,50 and above,New,2013-10-24,135,2,4460,6,6,2230,405
4598,AW00015597,Terry Raji,54,50 and above,New,2013-10-21,135,2,4391,2,1,2195,399
4599,AW00015598,Tanya Rubio,54,50 and above,New,2013-11-30,134,2,168,7,6,84,84
4600,AW00015599,Darryl Ma,55,50 and above,New,2013-12-29,133,2,81,6,6,40,10
4601,AW00015600,Josue Dominguez,51,50 and above,Regular,2013-10-25,135,2,4590,5,4,2295,382
4602,AW00015601,Naomi Moreno,46,40-49,New,2013-10-16,135,2,4430,4,4,2215,402
4603,AW00015602,Warren Wu,46,40-49,New,2013-12-15,133,2,64,3,3,32,10
4604,AW00015603,Philip Blanco,50,50 and above,New,2013-08-16,137,2,40,3,3,20,8
4605,AW00015604,Clifford Prasad,55,50 and above,New,2013-09-13,136,2,66,5,5,33,22
4606,AW00015605,Alan Yang,55,50 and above,New,2013-11-23,134,2,40,3,3,20,20
4607,AW00015606,Marco Prasad,55,50 and above,New,2013-08-18,137,2,116,7,6,58,19
4608,AW00015607,Ricky Gill,50,50 and above,New,2014-01-08,132,2,88,4,4,44,44
4609,AW00015608,Faith James,41,40-49,New,2013-08-28,137,1,40,2,2,40,40
4610,AW00015609,Karl Sharma,40,40-49,New,2013-08-15,137,1,27,2,2,27,27
4611,AW00015610,Jessica Gonzales,39,30-39,New,2013-10-28,135,2,115,5,5,57,115
4612,AW00015611,Michele Patel,41,40-49,New,2013-06-14,139,1,54,4,4,54,54
4613,AW00015612,Damien Ma,42,40-49,New,2013-06-28,139,2,80,4,4,40,80
4614,AW00015613,Melinda Moreno,41,40-49,New,2013-05-23,140,1,27,2,2,27,27
4615,AW00015614,Faith Simmons,45,40-49,VIP,2013-12-09,133,2,6059,9,9,3029,233
4616,AW00015615,Erika Alvarez,41,40-49,New,2013-12-28,133,2,70,7,7,35,7
4617,AW00015616,Janet Alonso,41,40-49,New,2013-09-21,136,1,27,2,2,27,27
4618,AW00015617,Dawn Chande,41,40-49,New,2013-02-01,143,1,60,4,4,60,60
4619,AW00015618,Gabriel Sharma,47,40-49,New,2013-04-01,141,1,25,1,1,25,25
4620,AW00015619,Levi Subram,47,40-49,VIP,2013-12-18,133,2,5908,3,3,2954,227
4621,AW00015620,Dominique Subram,47,40-49,VIP,2013-12-07,133,2,5959,6,6,2979,229
4622,AW00015621,Kelli Wu,46,40-49,VIP,2013-12-24,133,2,5977,4,4,2988,229
4623,AW00015622,Yvonne Schleger,47,40-49,Regular,2013-09-30,136,2,3027,4,4,1513,151
4624,AW00015623,Molly Madan,47,40-49,VIP,2013-09-23,136,3,7247,7,7,2415,557
4625,AW00015624,Tyrone Rubio,42,40-49,VIP,2013-09-23,136,3,6990,7,7,2330,537
4626,AW00015625,Clinton Alvarez,47,40-49,VIP,2013-07-26,138,3,7169,4,4,2389,421
4627,AW00015626,Eduardo White,42,40-49,VIP,2013-07-07,138,3,7029,8,8,2343,413
4628,AW00015627,Troy Srini,47,40-49,VIP,2013-08-27,137,3,6944,7,7,2314,385
4629,AW00015628,Brianna Sandberg,103,50 and above,New,2013-10-17,135,1,64,3,3,64,64
4630,AW00015629,Meghan Ruiz,48,40-49,New,2013-12-31,133,1,40,2,2,40,40
4631,AW00015630,Nichole Tang,49,40-49,VIP,2013-09-13,136,3,5135,7,7,1711,223
4632,AW00015631,Clayton Andersen,48,40-49,VIP,2013-09-30,136,3,5121,5,5,1707,222
4633,AW00015632,Gloria Carlson,49,40-49,VIP,2013-10-11,135,3,5244,8,8,1748,228
4634,AW00015633,Ashlee Shan,48,40-49,New,2013-05-21,140,1,69,2,2,69,69
4635,AW00015634,Dalton Kelly,43,40-49,New,2013-12-02,133,2,62,3,3,31,10
4636,AW00015635,Sheila Martin,48,40-49,New,2013-11-12,134,2,117,4,4,58,19
4637,AW00015636,David White,50,50 and above,New,2013-06-11,139,1,79,4,4,79,79
4638,AW00015637,Russell Sharma,48,40-49,VIP,2013-10-08,135,3,7000,8,8,2333,500
4639,AW00015638,Rosa He,78,50 and above,VIP,2013-10-11,135,3,5161,7,7,1720,224
4640,AW00015639,Melanie Coleman,40,40-49,New,2013-05-13,140,2,34,3,2,17,34
4641,AW00015640,Gary Gomez,40,40-49,New,2013-05-01,140,2,34,3,2,17,8
4642,AW00015641,Marco Sara,42,40-49,New,2013-04-24,141,2,96,5,5,48,96
4643,AW00015642,Cara Gao,42,40-49,Regular,2013-10-21,135,2,3772,2,2,1886,314
4644,AW00015643,Omar Raji,42,40-49,Regular,2013-10-25,135,2,3807,3,3,1903,317
4645,AW00015644,Savannah Gonzalez,40,40-49,Regular,2013-11-04,134,2,3803,5,5,1901,316
4646,AW00015645,Javier Gill,41,40-49,Regular,2013-11-01,134,2,3785,3,3,1892,315
4647,AW00015646,Emma Kelly,41,40-49,Regular,2013-11-08,134,2,3804,3,3,1902,317
4648,AW00015647,Dawn He,41,40-49,New,2013-10-29,135,2,3764,4,4,1882,342
4649,AW00015648,Edgar Gonzalez,41,40-49,Regular,2013-11-23,134,2,3807,3,3,1903,292
4650,AW00015649,Melinda Jimenez,71,50 and above,Regular,2013-10-15,135,2,3048,5,5,1524,152
4651,AW00015650,Ronnie Li,53,50 and above,New,2013-12-14,133,1,115,4,4,115,115
4652,AW00015651,Ann Lopez,53,50 and above,Regular,2013-11-25,134,2,2747,2,2,1373,183
4653,AW00015652,Barbara Wang,59,50 and above,VIP,2013-10-24,135,3,5159,6,6,1719,224
4654,AW00015653,Gerald Madan,48,40-49,VIP,2013-11-18,134,3,5203,8,8,1734,216
4655,AW00015654,Levi Fernandez,60,50 and above,New,2013-06-10,139,1,25,1,1,25,25
4656,AW00015655,Deanna Gomez,54,50 and above,Regular,2013-10-20,135,2,2754,5,5,1377,137
4657,AW00015656,Darryl Zhao,60,50 and above,Regular,2013-10-13,135,2,2992,3,3,1496,149
4658,AW00015657,Marcus Hayes,60,50 and above,VIP,2013-11-27,134,3,5250,10,10,1750,218
4659,AW00015658,Victoria Rogers,60,50 and above,New,2013-09-01,136,1,65,3,3,65,65
4660,AW00015659,Angela Rivera,61,50 and above,Regular,2013-10-18,135,2,3047,5,5,1523,152
4661,AW00015660,April Jai,60,50 and above,VIP,2013-12-25,133,3,5168,7,7,1722,215
4662,AW00015661,Brandon Robinson,60,50 and above,VIP,2013-12-03,133,3,5207,10,10,1735,216
4663,AW00015662,Megan Richardson,60,50 and above,VIP,2013-12-11,133,3,5253,8,8,1751,218
4664,AW00015663,Mandy Chen,60,50 and above,Regular,2013-11-25,134,2,2772,3,3,1386,184
4665,AW00015664,Jill Vazquez,55,50 and above,Regular,2013-11-22,134,2,2771,5,5,1385,131
4666,AW00015665,Kristi Sai,60,50 and above,Regular,2013-10-29,135,2,2804,4,4,1402,200
4667,AW00015666,Bianca Liang,44,40-49,Regular,2013-11-11,134,2,3089,5,5,1544,205
4668,AW00015667,Hector Ramos,49,40-49,Regular,2013-11-14,134,2,3125,4,4,1562,142
4669,AW00015668,Erick Fernandez,44,40-49,VIP,2013-12-22,133,2,5913,4,4,2956,246
4670,AW00015669,Paul Suurs,44,40-49,VIP,2013-12-15,133,2,5898,2,2,2949,245
4671,AW00015670,Sergio S├ínchez,50,50 and above,New,2013-12-17,133,1,115,4,4,115,115
4672,AW00015671,Lawrence Torres,51,50 and above,New,2013-08-23,137,2,31,4,3,15,5
4673,AW00015672,Kelvin Nara,51,50 and above,New,2013-12-24,133,1,90,3,3,90,90
4674,AW00015673,Jon Goel,45,40-49,New,2013-04-10,141,1,65,3,3,65,65
4675,AW00015674,Tommy Raheem,50,50 and above,Regular,2013-11-03,134,2,3053,4,4,1526,152
4676,AW00015675,Jay Alonso,50,50 and above,VIP,2013-08-14,137,3,7206,7,7,2402,423
4677,AW00015676,Todd Wang,51,50 and above,VIP,2013-10-04,135,3,7224,7,7,2408,516
4678,AW00015677,Alyssa Bradley,50,50 and above,VIP,2013-10-16,135,3,7200,8,7,2400,553
4679,AW00015678,Susan Zhou,45,40-49,VIP,2013-10-07,135,3,7223,10,8,2407,555
4680,AW00015679,Robert Patterson,67,50 and above,New,2013-05-11,140,1,65,3,3,65,65
4681,AW00015680,Tasha She,69,50 and above,New,2013-07-05,138,1,5,1,1,5,5
4682,AW00015681,Emma Gonzales,65,50 and above,New,2013-06-23,139,2,106,5,5,53,26
4683,AW00015682,Heidi Garcia,76,50 and above,New,2014-01-11,132,1,70,1,1,70,70
4684,AW00015683,Jessie Carlson,76,50 and above,New,2013-03-13,142,1,90,3,3,90,90
4685,AW00015684,Tyrone Suarez,70,50 and above,VIP,2013-07-01,138,3,6963,8,8,2321,435
4686,AW00015685,Robin Vazquez,76,50 and above,VIP,2013-07-22,138,3,7188,6,6,2396,449
4687,AW00015686,Pedro Vazquez,76,50 and above,New,2013-11-15,134,2,73,3,3,36,8
4688,AW00015687,Jay Suri,75,50 and above,VIP,2013-12-26,133,3,6974,6,5,2324,464
4689,AW00015688,Chase Gray,75,50 and above,New,2013-06-20,139,3,6222,5,5,2074,691
4690,AW00015689,Stacey Wang,75,50 and above,New,2013-05-04,140,1,35,1,1,35,35
4691,AW00015690,Clifford Perez,74,50 and above,New,2014-01-12,132,2,77,4,4,38,25
4692,AW00015691,Julian Henderson,66,50 and above,VIP,2013-08-02,137,3,8341,7,7,2780,417
4693,AW00015692,Ryan Garcia,66,50 and above,VIP,2013-07-31,138,3,8392,7,6,2797,419
4694,AW00015693,Isabel Barnes,65,50 and above,VIP,2013-07-24,138,3,6905,5,5,2301,431
4695,AW00015694,Stephanie Diaz,66,50 and above,New,2014-01-21,132,2,108,5,5,54,27
4696,AW00015695,Bruce Gomez,66,50 and above,VIP,2013-08-25,137,3,8324,8,8,2774,396
4697,AW00015696,Damien Sun,67,50 and above,New,2013-06-27,139,1,199,3,3,199,199
4698,AW00015697,Julia Morris,66,50 and above,VIP,2013-07-02,138,3,6975,10,9,2325,435
4699,AW00015698,Susan Wang,67,50 and above,New,2013-11-11,134,1,42,3,3,42,42
4700,AW00015699,Jonathon Hernandez,66,50 and above,VIP,2013-08-11,137,3,6970,8,8,2323,366
4701,AW00015700,Eugene Guo,67,50 and above,New,2013-07-03,138,3,6248,5,5,2082,624
4702,AW00015701,Jillian Kapoor,67,50 and above,New,2013-10-05,135,2,79,5,5,39,11
4703,AW00015702,Ruth Mehta,67,50 and above,VIP,2013-09-01,136,3,6918,7,7,2306,345
4704,AW00015703,Alison Chande,63,50 and above,New,2013-01-28,144,1,75,3,3,75,75
4705,AW00015704,Peter Luo,69,50 and above,New,2013-08-19,137,1,35,1,1,35,35
4706,AW00015705,Gabriel Simmons,70,50 and above,New,2013-05-20,140,1,70,2,2,70,70
4707,AW00015706,Tina Arthur,70,50 and above,New,2013-03-12,142,1,35,1,1,35,35
4708,AW00015707,Robin Rubio,65,50 and above,New,2013-09-12,136,1,35,1,1,35,35
4709,AW00015708,Nina Jai,65,50 and above,New,2013-02-23,143,1,75,3,3,75,75
4710,AW00015709,Chelsea Prasad,66,50 and above,New,2013-03-24,142,1,95,3,3,95,95
4711,AW00015710,Brandy Rana,72,50 and above,New,2013-07-22,138,3,6317,7,7,2105,631
4712,AW00015711,Jeffery Liang,72,50 and above,New,2013-07-05,138,2,127,5,5,63,63
4713,AW00015712,Whitney Chandra,71,50 and above,New,2013-10-06,135,2,52,4,4,26,17
4714,AW00015713,Hannah Lee,72,50 and above,New,2013-11-28,134,2,38,2,2,19,38
4715,AW00015714,Bethany Pal,72,50 and above,New,2013-10-09,135,1,84,4,4,84,84
4716,AW00015715,Isabella Adams,45,40-49,New,2013-11-01,134,2,40,3,3,20,10
4717,AW00015716,Roy Madan,45,40-49,New,2013-10-06,135,2,4467,5,5,2233,406
4718,AW00015717,Alexia Henderson,44,40-49,Regular,2013-11-08,134,2,4411,5,5,2205,367
4719,AW00015718,Heather Lin,44,40-49,New,2013-12-19,133,2,64,3,3,32,21
4720,AW00015719,Lacey Liang,43,40-49,New,2013-10-30,135,2,4430,4,3,2215,402
4721,AW00015720,Jaime Ramos,45,40-49,New,2013-11-25,134,2,70,4,4,35,7
4722,AW00015721,Cara Guo,40,40-49,New,2013-10-06,135,2,119,4,4,59,29
4723,AW00015722,Angela Jenkins,45,40-49,Regular,2013-11-05,134,2,4448,4,4,2224,370
4724,AW00015723,Kate Deng,40,40-49,Regular,2013-11-26,134,2,4444,5,5,2222,370
4725,AW00015724,Roger She,46,40-49,Regular,2013-11-22,134,2,4359,4,3,2179,363
4726,AW00015725,Trevor Price,46,40-49,Regular,2013-11-04,134,2,4416,5,5,2208,368
4727,AW00015726,Faith Barnes,47,40-49,Regular,2013-11-18,134,2,4393,4,4,2196,366
4728,AW00015727,Alisha Zeng,48,40-49,New,2013-12-05,133,2,134,4,4,67,19
4729,AW00015728,Keith Sharma,46,40-49,New,2013-11-03,134,2,64,3,3,32,8
4730,AW00015729,Mayra Suri,42,40-49,New,2013-11-24,134,2,4393,3,3,2196,399
4731,AW00015730,Philip Dominguez,48,40-49,New,2013-10-28,135,2,123,4,4,61,61
4732,AW00015731,Corey Chavez,49,40-49,New,2013-09-28,136,2,60,2,2,30,10
4733,AW00015732,Sandra Zhu,42,40-49,New,2013-11-15,134,2,4376,3,3,2188,397
4734,AW00015733,Leslie Ramos,48,40-49,New,2013-11-11,134,2,4443,6,6,2221,403
4735,AW00015734,Alicia Lal,49,40-49,New,2013-11-28,134,2,4426,3,3,2213,402
4736,AW00015735,Lori Blanco,50,50 and above,New,2013-09-07,136,2,116,5,5,58,38
4737,AW00015736,Sheena Raje,79,50 and above,New,2013-11-07,134,1,77,5,5,77,77
4738,AW00015737,Alexander Robinson,79,50 and above,New,2013-08-29,137,2,3117,6,6,1558,283
4739,AW00015738,Abigail Miller,78,50 and above,New,2013-12-16,133,1,166,3,3,166,166
4740,AW00015739,Garrett Rogers,77,50 and above,Regular,2013-08-30,137,2,3140,4,4,1570,261
4741,AW00015740,Johnny Kumar,78,50 and above,New,2013-09-18,136,1,40,2,2,40,40
4742,AW00015741,Isabella Allen,77,50 and above,New,2013-10-20,135,1,90,3,3,90,90
4743,AW00015742,Grace Thompson,77,50 and above,New,2013-02-16,143,1,40,2,2,40,40
4744,AW00015743,Chloe Thompson,72,50 and above,New,2013-11-24,134,1,40,2,2,40,40
4745,AW00015744,Angela Gray,78,50 and above,New,2013-08-16,137,1,13,2,2,13,13
4746,AW00015745,Julian Hayes,77,50 and above,New,2013-08-30,137,1,90,3,3,90,90
4747,AW00015746,Emily Walker,76,50 and above,New,2013-12-03,133,1,5,1,1,5,5
4748,AW00015747,Evan Nelson,76,50 and above,New,2013-09-05,136,1,40,2,2,40,40
4749,AW00015748,Austin Jenkins,76,50 and above,New,2013-11-25,134,3,297,8,7,99,49
4750,AW00015749,Grace Brown,75,50 and above,New,2014-01-17,132,1,7,2,2,7,7
4751,AW00015750,Kaitlin Martinez,41,40-49,Regular,2013-09-24,136,2,3088,3,3,1544,257
4752,AW00015751,Kristen Xu,59,50 and above,New,2013-11-24,134,2,4446,3,3,2223,404
4753,AW00015752,Bobby Rodriguez,64,50 and above,New,2013-11-24,134,2,4408,5,5,2204,400
4754,AW00015753,Margaret Li,63,50 and above,New,2013-11-17,134,2,4399,3,3,2199,399
4755,AW00015754,Crystal Xu,64,50 and above,New,2013-11-18,134,2,4416,5,5,2208,401
4756,AW00015755,Connor Flores,58,50 and above,New,2013-11-08,134,2,4404,3,3,2202,400
4757,AW00015756,Kari Gutierrez,51,50 and above,New,2013-11-06,134,2,4441,5,5,2220,403
4758,AW00015757,Edwin Ferrier,62,50 and above,New,2013-11-28,134,2,4366,2,2,2183,396
4759,AW00015758,Arturo Andersen,56,50 and above,New,2014-01-24,132,2,99,4,4,49,99
4760,AW00015759,Erin Brooks,46,40-49,New,2013-03-21,142,1,90,3,3,90,90
4761,AW00015760,Richard James,46,40-49,New,2014-01-18,132,4,146,9,8,36,14
4762,AW00015761,Xavier Thompson,45,40-49,New,2014-01-26,132,4,196,11,11,49,65
4763,AW00015762,Garrett Stewart,46,40-49,New,2013-06-25,139,1,564,2,2,564,564
4764,AW00015763,Xavier Young,45,40-49,New,2013-03-23,142,2,1388,5,5,694,231
4765,AW00015764,Louis Guo,61,50 and above,New,2013-11-09,134,2,4413,3,3,2206,401
4766,AW00015765,Gilbert Deng,60,50 and above,New,2013-11-14,134,2,4369,2,2,2184,397
4767,AW00015766,Priscilla Black,60,50 and above,New,2013-06-20,139,2,62,3,3,31,12
4768,AW00015767,George Prasad,55,50 and above,New,2013-11-03,134,2,4379,3,3,2189,398
4769,AW00015768,Victoria Walker,53,50 and above,New,2013-09-24,136,2,3125,3,3,1562,284
4770,AW00015769,Kelly Coleman,54,50 and above,New,2013-09-06,136,2,3160,4,4,1580,287
4771,AW00015770,Xavier Brooks,42,40-49,New,2013-09-08,136,2,3180,7,7,1590,289
4772,AW00015771,Maria Diaz,62,50 and above,New,2013-09-25,136,2,3175,4,4,1587,288
4773,AW00015772,Christopher Anderson,57,50 and above,New,2013-07-19,138,1,40,2,2,40,40
4774,AW00015773,Dylan Jenkins,62,50 and above,New,2013-07-27,138,1,64,3,3,64,64
4775,AW00015774,Natalie Kelly,57,50 and above,New,2013-04-08,141,1,125,2,2,125,125
4776,AW00015775,Michelle Ward,46,40-49,New,2013-08-17,137,1,15,3,3,15,15
4777,AW00015776,Jesse Mitchell,46,40-49,New,2013-05-26,140,1,5,1,1,5,5
4778,AW00015777,Brianna Smith,57,50 and above,New,2013-04-20,141,1,40,2,2,40,40
4779,AW00015778,Jos├® Miller,63,50 and above,New,2013-09-21,136,2,3178,5,5,1589,288
4780,AW00015779,Jackson Hayes,52,50 and above,New,2013-05-21,140,1,91,3,3,91,91
4781,AW00015780,Claudia McDonald,57,50 and above,New,2013-09-15,136,2,3245,4,4,1622,295
4782,AW00015781,Blake Evans,63,50 and above,New,2013-09-09,136,2,3210,5,5,1605,291
4783,AW00015782,Katelyn Collins,57,50 and above,New,2013-12-15,133,1,7,2,2,7,7
4784,AW00015783,David Alexander,52,50 and above,New,2013-10-23,135,2,99,4,3,49,33
4785,AW00015784,Rebekah Vazquez,52,50 and above,New,2013-11-12,134,2,4379,3,3,2189,398
4786,AW00015785,Edwin Zhang,58,50 and above,New,2013-10-30,135,2,4454,4,3,2227,404
4787,AW00015786,Marshall Andersen,57,50 and above,New,2013-11-12,134,2,4366,3,3,2183,396
4788,AW00015787,Cynthia Gonzalez,59,50 and above,New,2013-12-12,133,2,168,7,7,84,21
4789,AW00015788,Barbara Li,54,50 and above,New,2013-11-02,134,2,4443,4,4,2221,403
4790,AW00015789,Steve Schmidt,53,50 and above,New,2013-11-21,134,2,4486,4,4,2243,407
4791,AW00015790,Colin Xu,60,50 and above,New,2013-02-27,143,2,2668,4,4,1334,1334
4792,AW00015791,Megan Long,59,50 and above,New,2013-12-02,133,2,42,4,4,21,4
4793,AW00015792,Ernest Zhou,49,40-49,New,2013-03-26,142,2,2645,3,3,1322,881
4794,AW00015793,Renee Navarro,49,40-49,New,2013-11-28,134,2,4369,2,2,2184,397
4795,AW00015794,Tonya Chander,44,40-49,New,2013-12-27,133,2,114,3,3,57,12
4796,AW00015795,Diane Munoz,55,50 and above,New,2013-04-29,141,2,132,6,5,66,132
4797,AW00015796,Edward Hayes,55,50 and above,New,2014-01-03,132,2,60,2,2,30,60
4798,AW00015797,Isaac Cox,55,50 and above,Regular,2013-11-03,134,2,4415,4,4,2207,367
4799,AW00015798,Anne Munoz,55,50 and above,New,2013-06-10,139,2,99,4,4,49,49
4800,AW00015799,Victoria Anderson,61,50 and above,New,2013-11-13,134,2,4423,4,3,2211,402
4801,AW00015800,Alberto Serrano,55,50 and above,Regular,2013-11-27,134,2,4399,3,2,2199,366
4802,AW00015801,Katrina Shen,56,50 and above,New,2013-11-27,134,2,4381,4,4,2190,398
4803,AW00015802,Bridget Kumar,46,40-49,New,2013-11-19,134,2,4444,5,5,2222,404
4804,AW00015803,Bradley Goel,57,50 and above,New,2013-11-19,134,2,66,4,4,33,16
4805,AW00015804,Brittney Liu,57,50 and above,New,2013-12-14,133,2,99,4,4,49,99
4806,AW00015805,Dawn Lin,58,50 and above,New,2013-12-17,133,2,128,4,4,64,128
4807,AW00015806,Devin Allen,52,50 and above,New,2013-05-06,140,2,103,6,5,51,34
4808,AW00015807,Scot Schulte,53,50 and above,New,2013-12-13,133,2,71,4,4,35,7
4809,AW00015808,Natasha Blanco,59,50 and above,New,2013-11-18,134,2,4424,3,3,2212,402
4810,AW00015809,Christian Sharma,59,50 and above,New,2013-07-20,138,2,63,2,2,31,12
4811,AW00015810,Regina Kapoor,54,50 and above,New,2013-10-12,135,2,67,4,3,33,11
4812,AW00015811,Barbara Schultz,54,50 and above,New,2013-07-17,138,2,71,5,4,35,23
4813,AW00015812,Logan Allen,61,50 and above,New,2013-11-03,134,2,81,5,5,40,13
4814,AW00015813,Julian Diaz,43,40-49,New,2013-09-12,136,1,31,2,2,31,31
4815,AW00015814,Monica Subram,44,40-49,New,2013-10-10,135,1,94,3,3,94,94
4816,AW00015815,Nicole Price,45,40-49,New,2013-12-25,133,3,142,7,7,47,17
4817,AW00015816,Victoria Miller,44,40-49,New,2013-06-02,139,3,188,8,8,62,47
4818,AW00015817,Chloe Alexander,43,40-49,New,2013-05-13,140,1,64,3,3,64,64
4819,AW00015818,Stanley Perez,43,40-49,New,2013-12-15,133,1,5,1,1,5,5
4820,AW00015819,Savannah Cox,39,30-39,New,2013-09-10,136,1,31,2,2,31,31
4821,AW00015820,Chase Ward,39,30-39,New,2013-02-02,143,1,72,2,2,72,72
4822,AW00015821,Logan Anderson,39,30-39,New,2013-02-03,143,1,31,2,2,31,31
4823,AW00015822,Damien Zhu,81,50 and above,New,2013-10-11,135,2,43,5,4,21,10
4824,AW00015823,Sharon Tang,81,50 and above,New,2013-11-14,134,2,68,4,3,34,11
4825,AW00015824,Lindsay Kumar,43,40-49,New,2013-03-16,142,1,76,2,2,76,76
4826,AW00015825,Angela Simmons,44,40-49,New,2014-01-14,132,1,40,2,2,40,40
4827,AW00015826,Marissa Price,41,40-49,New,2014-01-21,132,4,185,10,10,46,16
4828,AW00015827,Danielle Ward,41,40-49,New,2013-03-27,142,2,1419,7,7,709,283
4829,AW00015828,Robyn Ramos,80,50 and above,New,2013-11-13,134,2,172,6,6,86,28
4830,AW00015829,Devin Diaz,81,50 and above,New,2013-06-11,139,2,188,3,3,94,188
4831,AW00015830,Naomi Alonso,80,50 and above,New,2013-03-29,142,2,2680,5,5,1340,893
4832,AW00015831,Omar He,80,50 and above,New,2013-03-05,142,2,2646,5,5,1323,882
4833,AW00015832,Manuel Martinez,79,50 and above,New,2013-04-06,141,2,2611,2,2,1305,652
4834,AW00015833,Tabitha Kovar,77,50 and above,New,2013-05-03,140,2,2611,2,2,1305,522
4835,AW00015834,Rebecca Green,44,40-49,New,2013-03-08,142,2,1323,2,2,661,264
4836,AW00015835,Marcus Smith,44,40-49,New,2013-12-06,133,1,94,3,3,94,94
4837,AW00015836,Devin Jackson,44,40-49,New,2013-10-14,135,1,7,2,2,7,7
4838,AW00015837,Julia Johnston,44,40-49,New,2013-07-15,138,1,40,2,2,40,40
4839,AW00015838,Julia Taylor,40,40-49,New,2013-04-29,141,1,57,2,2,57,57
4840,AW00015839,William Taylor,46,40-49,New,2013-05-06,140,1,24,2,2,24,24
4841,AW00015840,Natalie Peterson,48,40-49,New,2013-09-13,136,2,3080,3,3,1540,280
4842,AW00015841,Luis Shan,42,40-49,New,2013-09-02,136,2,3105,3,3,1552,282
4843,AW00015842,Haley Gray,42,40-49,New,2013-09-14,136,2,3153,5,5,1576,286
4844,AW00015843,Caleb Wright,51,50 and above,New,2013-09-15,136,2,3143,4,4,1571,285
4845,AW00015844,Megan Brown,51,50 and above,New,2013-09-24,136,2,3135,4,4,1567,285
4846,AW00015845,Mackenzie Carter,51,50 and above,New,2013-09-15,136,2,3245,4,4,1622,295
4847,AW00015846,Julian Flores,46,40-49,New,2013-12-15,133,2,4943,8,8,2471,988
4848,AW00015847,Edward White,46,40-49,New,2014-01-20,132,3,241,6,6,80,30
4849,AW00015848,Gabrielle Hernandez,46,40-49,New,2013-12-27,133,1,40,2,2,40,40
4850,AW00015849,Destiny Kelly,53,50 and above,New,2013-06-13,139,1,7,2,2,7,7
4851,AW00015850,Rachel Bradley,47,40-49,New,2013-12-11,133,2,4813,4,4,2406,962
4852,AW00015851,Taylor Anderson,53,50 and above,Regular,2013-09-05,136,2,3199,5,5,1599,266
4853,AW00015852,Oscar Henderson,47,40-49,New,2013-09-10,136,2,3223,3,3,1611,293
4854,AW00015853,Jasmine Brown,53,50 and above,New,2013-06-27,139,1,60,2,2,60,60
4855,AW00015854,Miranda Wood,52,50 and above,New,2013-06-13,139,1,42,4,4,42,42
4856,AW00015855,Noah Jones,57,50 and above,New,2013-09-30,136,1,29,3,3,29,29
4857,AW00015856,Luis Gonzales,52,50 and above,Regular,2014-01-07,132,3,153,8,8,51,12
4858,AW00015857,Isabella White,61,50 and above,New,2013-10-23,135,1,5,1,1,5,5
4859,AW00015858,Jonathan Parker,61,50 and above,New,2013-07-22,138,1,7,2,2,7,7
4860,AW00015859,Abigail Ramirez,61,50 and above,New,2013-10-06,135,3,74,6,5,24,12
4861,AW00015860,Joe Moreno,47,40-49,New,2013-03-17,142,2,1323,2,2,661,264
4862,AW00015861,Damien Zhao,48,40-49,New,2013-02-01,143,1,7,2,2,7,7
4863,AW00015862,Sriniwa Narayanan,47,40-49,New,2013-03-04,142,2,1380,4,4,690,276
4864,AW00015863,Adam Scott,46,40-49,New,2013-07-14,138,3,243,9,8,81,81
4865,AW00015864,Lauren Bailey,41,40-49,New,2013-10-08,135,3,104,5,5,34,20
4866,AW00015865,Isabel Price,49,40-49,New,2013-04-14,141,2,1417,5,5,708,236
4867,AW00015866,Abigail White,44,40-49,New,2013-11-19,134,3,146,8,8,48,18
4868,AW00015867,Victoria White,49,40-49,New,2013-12-13,133,1,7,2,2,7,7
4869,AW00015868,Caleb Lal,49,40-49,New,2014-01-28,132,3,166,9,8,55,20
4870,AW00015869,Alexandra Hall,48,40-49,New,2013-03-05,142,1,14,2,2,14,14
4871,AW00015870,Zoe Howard,49,40-49,New,2013-05-18,140,1,7,2,2,7,7
4872,AW00015871,Ryan Jai,48,40-49,New,2013-03-29,142,1,40,2,2,40,40
4873,AW00015872,Gabriella Gonzalez,42,40-49,New,2013-12-15,133,3,237,8,8,79,237
